Chunk,Nodes,Edges,Node Time (ms),Edge Time (ms),Average Node Time (ms),Average Edge Time (ms)
1,20030,20029,6460.834396,35196.536863,0.322558,1.757279
2,534,267,37.970711,23.674927,0.071106,0.088670
3,482,241,33.653268,23.491517,0.069820,0.097475
4,611,306,39.035548,29.405215,0.063888,0.096095
5,430,215,24.998627,18.997129,0.058136,0.088359
6,466,233,26.018804,20.217682,0.055834,0.086771
7,552,276,25.261043,21.855549,0.045763,0.079187
8,666,333,25.233170,21.496847,0.037888,0.064555
9,535,268,18.394038,17.252855,0.034381,0.064376
10,592,296,20.034084,19.303472,0.033841,0.065214
11,456,230,14.857370,14.086530,0.032582,0.061246
12,430,215,13.876904,13.567990,0.032272,0.063107
13,674,337,21.704910,19.541716,0.032203,0.057987
14,599,300,19.277364,19.758811,0.032183,0.065863
15,541,271,17.245908,15.261041,0.031878,0.056314
16,605,303,20.492284,16.359291,0.033872,0.053991
17,514,257,16.650020,14.328421,0.032393,0.055753
18,519,260,16.704970,14.683329,0.032187,0.056474
19,638,319,28.008318,23.420832,0.043900,0.073420
20,604,302,23.519951,17.020661,0.038940,0.056360
21,666,333,25.033708,17.059406,0.037588,0.051229
22,654,328,24.633034,17.315084,0.037665,0.052790
23,599,300,21.760128,15.431155,0.036327,0.051437
24,652,326,23.472341,16.643866,0.036001,0.051055
25,644,322,23.149821,16.811422,0.035947,0.052209
26,580,290,20.387470,15.262585,0.035151,0.052630
27,596,298,23.384401,15.368966,0.039236,0.051574
28,742,372,29.731026,19.291962,0.040069,0.051860
29,620,310,20.370757,15.880524,0.032856,0.051227
30,704,352,22.864807,17.437026,0.032478,0.049537
31,645,323,20.838574,16.544804,0.032308,0.051222
32,480,240,15.722502,12.186391,0.032755,0.050777
33,790,395,25.935336,20.560930,0.032830,0.052053
34,869,435,28.576988,21.703213,0.032885,0.049892
35,575,288,18.218796,14.827016,0.031685,0.051483
36,732,366,23.449626,18.557400,0.032035,0.050703
37,604,302,19.287258,15.384587,0.031933,0.050942
38,660,330,21.119424,15.644411,0.031999,0.047407
39,430,215,13.763701,10.577437,0.032009,0.049197
40,616,309,19.646810,15.173079,0.031894,0.049104
41,588,294,18.842633,14.295209,0.032045,0.048623
42,478,239,18.812750,14.551127,0.039357,0.060883
43,696,348,26.040215,20.049685,0.037414,0.057614
44,632,316,24.742655,143.226344,0.039150,0.453248
45,460,230,18.052339,13.401801,0.039244,0.058269
46,715,358,28.049118,21.585468,0.039230,0.060295
47,602,301,23.543308,17.781093,0.039108,0.059073
48,778,390,30.586537,24.248538,0.039314,0.062176
49,517,259,20.465355,115.384062,0.039585,0.445498
50,568,284,22.390269,17.738731,0.039419,0.062460
51,538,269,21.366094,16.319340,0.039714,0.060667
52,781,391,33.528541,25.001354,0.042930,0.063942
53,769,386,29.747070,23.165779,0.038683,0.060015
54,685,343,26.799000,19.942163,0.039123,0.058140
55,736,368,26.242577,22.046662,0.035656,0.059909
56,703,352,24.402540,21.140557,0.034712,0.060058
57,556,278,19.456518,14.060062,0.034994,0.050576
58,403,202,14.516928,9.716893,0.036022,0.048103
59,490,245,17.690266,12.209564,0.036103,0.049835
60,690,345,25.132198,17.577354,0.036423,0.050949
61,487,244,18.019976,11.929476,0.037002,0.048891
62,550,276,19.901082,14.212929,0.036184,0.051496
63,562,281,18.686895,12.746362,0.033251,0.045361
64,656,328,21.863502,15.864226,0.033329,0.048367
65,608,304,19.881157,14.162663,0.032699,0.046588
66,674,337,22.670574,15.326590,0.033636,0.045479
67,546,273,18.411319,13.016511,0.033720,0.047680
68,507,254,17.124482,11.739768,0.033776,0.046220
69,1041,522,34.596549,25.985368,0.033234,0.049780
70,658,329,21.817204,16.387637,0.033157,0.049810
71,513,257,17.246785,12.060399,0.033619,0.046928
72,576,288,19.578234,13.555667,0.033990,0.047068
73,640,320,21.340544,15.613395,0.033345,0.048792
74,444,222,14.599457,10.612820,0.032882,0.047805
75,680,341,23.082669,16.540221,0.033945,0.048505
76,621,312,20.591384,16.219545,0.033158,0.051986
77,740,370,24.031775,18.350402,0.032475,0.049596
78,401,201,13.286664,9.315308,0.033134,0.046345
79,747,374,24.553667,19.390328,0.032870,0.051846
80,603,302,20.068285,14.770967,0.033281,0.048910
81,618,309,19.788051,14.365858,0.032020,0.046491
82,657,329,21.671898,16.000112,0.032986,0.048633
83,674,338,22.044363,15.854364,0.032707,0.046906
84,774,387,24.973359,18.754231,0.032265,0.048461
85,859,430,28.327743,22.714639,0.032978,0.052825
86,443,222,14.550898,10.776041,0.032846,0.048541
87,530,265,17.643658,13.158489,0.033290,0.049655
88,728,364,23.869544,17.995808,0.032788,0.049439
89,678,339,22.075945,16.054979,0.032560,0.047360
90,665,333,21.913126,16.605227,0.032952,0.049866
91,592,296,19.540129,13.935949,0.033007,0.047081
92,748,375,23.758811,18.781350,0.031763,0.050084
93,602,301,19.509258,14.488141,0.032407,0.048133
94,557,279,18.055312,13.621004,0.032415,0.048821
95,545,273,17.685187,13.544723,0.032450,0.049614
96,699,350,22.989582,17.958491,0.032889,0.051310
97,576,288,19.052421,13.618394,0.033077,0.047286
98,711,356,23.283849,18.353670,0.032748,0.051555
99,570,285,18.649685,13.856938,0.032719,0.048621
100,620,310,20.378241,15.408681,0.032868,0.049705
101,472,236,15.207964,13.697323,0.032220,0.058040
102,921,461,32.131294,22.896690,0.034887,0.049667
103,714,357,24.002307,17.922019,0.033617,0.050202
104,667,334,22.562730,15.783420,0.033827,0.047256
105,836,418,28.582228,21.197623,0.034189,0.050712
106,373,187,12.483940,8.681766,0.033469,0.046427
107,1007,504,34.326470,24.737340,0.034088,0.049082
108,566,283,19.139710,13.641382,0.033816,0.048203
109,1041,521,36.062640,25.629432,0.034642,0.049193
110,910,455,30.722925,21.918836,0.033761,0.048173
111,856,428,28.745307,20.881353,0.033581,0.048788
112,741,371,25.038686,16.899091,0.033790,0.045550
113,646,323,22.816494,15.225705,0.035320,0.047138
114,830,415,28.594142,20.541360,0.034451,0.049497
115,914,457,31.327477,22.658153,0.034275,0.049580
116,508,254,17.424308,12.096725,0.034300,0.047625
117,783,392,25.612938,18.823370,0.032711,0.048019
118,1004,503,32.593640,24.202705,0.032464,0.048117
119,787,394,25.156411,18.038655,0.031965,0.045783
120,874,438,27.940254,20.693806,0.031968,0.047246
