Chunk,Nodes,Edges,Node Time (ms),Edge Time (ms),Average Node Time (ms),Average Edge Time (ms)
1,1060,1059,2353.230827,2534.811965,2.220029,2.393590
2,946,945,773.850889,516.209498,0.818024,0.546253
3,990,989,133.226096,202.532907,0.134572,0.204786
4,881,880,78.692199,142.034879,0.089321,0.161403
5,1169,1168,97.256637,187.530186,0.083196,0.160557
6,873,872,53.118177,104.039967,0.060846,0.119312
7,1026,1025,45.269462,122.699285,0.044122,0.119707
8,1026,1025,46.896381,133.110558,0.045708,0.129864
9,948,947,48.796850,136.585126,0.051473,0.144229
10,929,928,46.666551,114.291726,0.050233,0.123159
11,1118,1117,52.011526,139.175962,0.046522,0.124598
12,745,744,23.795616,73.694436,0.031940,0.099052
13,1176,1175,38.922583,120.522632,0.033097,0.102572
14,1051,1050,33.553490,100.160559,0.031925,0.095391
15,1171,1170,38.906953,724.022933,0.033225,0.618823
16,1113,1112,44.132963,954.270184,0.039652,0.858157
17,1089,1088,34.754691,106.160052,0.031914,0.097574
18,871,870,27.440515,77.620457,0.031505,0.089219
19,1094,1093,37.927851,108.327797,0.034669,0.099111
20,981,980,31.561723,97.805084,0.032173,0.099801
21,1035,1034,32.946401,102.082408,0.031832,0.098726
22,1020,1019,32.614708,101.397338,0.031975,0.099507
23,1164,1163,37.253677,115.907678,0.032005,0.099663
24,902,901,32.263259,83.633226,0.035769,0.092823
25,803,802,25.686704,76.724381,0.031988,0.095666
26,1094,1093,42.374927,125.587616,0.038734,0.114902
27,731,730,28.169191,72.381980,0.038535,0.099153
28,1045,1044,379.822743,101.723004,0.363467,0.097436
29,1008,1007,32.203354,95.148366,0.031948,0.094487
30,834,833,26.455212,73.970703,0.031721,0.088800
31,1022,1021,32.864925,99.371460,0.032157,0.097328
32,1019,1018,32.447583,96.659252,0.031843,0.094950
33,1016,1015,32.746530,97.776609,0.032231,0.096332
34,962,961,30.400458,88.961896,0.031601,0.092572
35,927,926,31.015597,104.502047,0.033458,0.112853
36,1014,1013,31.704308,96.777292,0.031267,0.095535
37,1072,1071,34.051266,104.616603,0.031764,0.097681
38,995,994,31.277494,96.645994,0.031435,0.097229
39,1026,1025,32.213187,95.063925,0.031397,0.092745
40,1051,1050,33.169803,104.599877,0.031560,0.099619
41,978,977,30.628227,90.446806,0.031317,0.092576
42,1161,1160,36.927474,119.936389,0.031807,0.103393
43,1059,1058,46.756820,123.216586,0.044152,0.116462
44,1035,1034,41.046496,124.085476,0.039658,0.120005
45,1247,1246,48.912869,340.047928,0.039224,0.272912
46,1056,1055,278.456092,102.749584,0.263689,0.097393
47,830,829,26.044822,71.392893,0.031379,0.086119
48,838,837,26.260064,73.556093,0.031337,0.087881
49,962,961,30.352357,90.496530,0.031551,0.094169
50,1076,1075,34.080500,107.271467,0.031673,0.099787
51,922,921,28.908450,86.504446,0.031354,0.093924
52,1217,1216,38.649706,127.390077,0.031758,0.104762
53,951,950,29.977241,89.567178,0.031522,0.094281
54,1166,1165,36.574754,117.685647,0.031368,0.101018
55,1057,1056,33.305955,102.286226,0.031510,0.096862
56,999,998,31.666235,96.774650,0.031698,0.096969
57,1111,1110,34.775389,332.477648,0.031301,0.299529
58,998,997,31.269330,93.576131,0.031332,0.093858
59,1040,1039,32.532497,100.210813,0.031281,0.096449
60,799,798,25.360105,69.220083,0.031740,0.086742
61,931,930,28.880023,82.840396,0.031020,0.089076
62,964,963,30.206651,87.950280,0.031335,0.091329
63,1058,1057,33.079886,101.340871,0.031266,0.095876
64,1009,1008,31.797776,90.218913,0.031514,0.089503
65,945,944,29.458607,87.970172,0.031173,0.093189
66,1080,1079,33.807691,106.801554,0.031303,0.098982
67,924,923,28.708466,84.177295,0.031070,0.091200
68,1159,1158,36.424153,117.680177,0.031427,0.101624
69,899,898,30.816566,92.878019,0.034279,0.103428
70,983,982,37.693607,108.883630,0.038345,0.110879
71,889,888,33.728577,109.384842,0.037940,0.123181
72,918,917,28.541956,81.752984,0.031091,0.089153
73,1188,1187,37.462022,125.426512,0.031534,0.105667
74,1059,1058,33.377044,104.800492,0.031518,0.099055
75,905,904,28.457774,83.478767,0.031445,0.092344
76,864,863,26.810897,75.110200,0.031031,0.087034
77,899,898,27.847525,77.529131,0.030976,0.086335
78,1111,1110,35.734573,110.855267,0.032164,0.099870
79,883,882,27.428944,76.488210,0.031063,0.086721
80,1046,1045,32.706490,101.154174,0.031268,0.096798
81,1169,1168,36.551074,118.338158,0.031267,0.101317
82,984,983,31.225973,87.981267,0.031734,0.089503
83,811,810,25.233790,68.844954,0.031114,0.084994
84,965,964,30.426366,89.074984,0.031530,0.092401
85,1006,1005,31.441820,273.773066,0.031254,0.272411
86,945,944,29.412667,84.623829,0.031125,0.089644
87,889,888,27.722912,81.665730,0.031184,0.091966
88,920,919,28.684481,82.443001,0.031179,0.089709
89,867,866,26.921098,73.921934,0.031051,0.085360
90,957,956,30.369042,89.692608,0.031734,0.093821
91,873,872,27.154596,78.371129,0.031105,0.089875
92,854,853,26.631964,78.110095,0.031185,0.091571
93,920,919,28.703528,83.865474,0.031199,0.091257
94,931,930,28.998209,87.478658,0.031147,0.094063
95,1118,1117,34.888407,108.847762,0.031206,0.097447
96,937,936,29.358629,86.920929,0.031333,0.092864
97,1062,1061,33.320206,103.625884,0.031375,0.097668
98,1061,1060,33.238121,98.438932,0.031327,0.092867
99,1049,1048,32.724690,101.559465,0.031196,0.096908
100,1160,1159,36.457271,113.998003,0.031429,0.098359
101,1036,1035,32.585182,96.438670,0.031453,0.093177
102,806,805,25.081327,66.603571,0.031118,0.082737
103,975,974,30.614664,91.326576,0.031400,0.093764
104,953,952,29.733078,87.173635,0.031199,0.091569
105,1046,1045,33.147071,103.681071,0.031689,0.099216
106,1108,1107,37.428256,108.175169,0.033780,0.097719
107,908,907,28.445753,81.073357,0.031328,0.089386
108,1069,1068,33.729826,102.093227,0.031553,0.095593
109,1014,1013,32.072446,94.143431,0.031630,0.092935
110,1177,1176,36.965821,121.866147,0.031407,0.103628
111,844,843,26.442647,78.294763,0.031330,0.092876
112,902,901,28.400263,79.526274,0.031486,0.088264
113,1050,1049,33.217314,132.040497,0.031636,0.125873
114,1188,1187,37.564051,123.113394,0.031620,0.103718
115,1172,1171,37.159376,120.835068,0.031706,0.103190
116,896,895,28.494292,78.054605,0.031802,0.087212
117,993,992,31.158728,93.884087,0.031378,0.094641
118,1024,1023,32.166885,95.678620,0.031413,0.093527
119,904,903,28.477159,77.459586,0.031501,0.085780
120,1071,1070,33.797463,102.158674,0.031557,0.095475
121,878,877,27.563164,78.111138,0.031393,0.089066
122,1049,1048,32.960293,96.361088,0.031421,0.091948
123,985,984,30.987194,89.716966,0.031459,0.091176
124,1021,1020,32.169162,96.236285,0.031508,0.094349
125,813,812,25.509820,69.702310,0.031377,0.085840
126,933,932,29.269938,85.028726,0.031372,0.091233
127,903,902,28.428602,76.723299,0.031482,0.085059
128,862,861,27.118410,76.255173,0.031460,0.088566
129,966,965,30.442877,87.568383,0.031514,0.090744
130,941,940,29.556599,86.893255,0.031410,0.092440
131,868,867,27.180793,79.272100,0.031314,0.091433
132,834,833,26.332816,70.816292,0.031574,0.085014
133,981,980,30.814473,86.986462,0.031411,0.088762
134,1068,1067,33.851467,110.357036,0.031696,0.103427
135,1093,1092,34.487580,105.129122,0.031553,0.096272
136,985,984,30.943027,93.161136,0.031414,0.094676
137,899,898,28.355074,80.242354,0.031541,0.089357
138,975,974,30.596567,88.114464,0.031381,0.090467
139,930,929,29.070708,94.856684,0.031259,0.102106
140,1090,1089,34.468472,108.150959,0.031622,0.099312
141,1013,1012,31.826046,95.533254,0.031418,0.094400
142,1007,1006,31.969767,93.204896,0.031748,0.092649
143,1042,1041,34.813082,101.333297,0.033410,0.097342
144,1066,1065,36.258500,102.818805,0.034014,0.096543
145,1179,1178,37.367125,116.666561,0.031694,0.099038
146,954,953,29.966396,86.192729,0.031411,0.090444
147,1047,1046,33.269644,101.744174,0.031776,0.097270
148,976,975,31.341518,87.653042,0.032112,0.089901
149,981,980,31.873132,91.897632,0.032490,0.093773
150,916,915,28.668410,81.110120,0.031297,0.088645
151,972,971,30.629111,98.999472,0.031511,0.101956
152,1120,1119,35.411847,111.078158,0.031618,0.099266
153,967,966,30.413005,85.724371,0.031451,0.088742
154,980,979,30.832367,109.276332,0.031462,0.111620
155,1099,1098,34.644049,108.621058,0.031523,0.098926
156,1048,1047,33.230620,99.204001,0.031709,0.094751
157,968,967,35.056905,121.188075,0.036216,0.125324
158,928,927,46.013182,103.035639,0.049583,0.111150
159,785,784,34.707647,75.165020,0.044214,0.095874
160,847,846,36.301571,87.184131,0.042859,0.103055
161,1027,1026,44.307972,102.333806,0.043143,0.099741
162,981,980,40.151291,93.379636,0.040929,0.095285
