Chunk,Nodes,Edges,Node Time (ms),Edge Time (ms),Average Node Time (ms),Average Edge Time (ms)
1,8375,8374,1032.082747,5945.789176,0.123234,0.710030
2,3815,3814,147.931552,1262.517977,0.038776,0.331022
3,8623,8622,299.002251,4984.605364,0.034675,0.578126
4,262,261,8.602104,20.874107,0.032832,0.079977
5,2,1,0.214659,0.079286,0.107330,0.079286
6,9210,9209,248.104976,5747.870156,0.026939,0.624158
7,1333,1332,34.210588,169.227260,0.025664,0.127047
8,1994,1993,62.084902,449.935676,0.031136,0.225758
9,8137,8136,222.423340,5121.717310,0.027335,0.629513
10,8043,8042,213.679220,5365.419445,0.026567,0.667175
11,2,1,0.182869,0.074029,0.091435,0.074029
12,10818,10817,290.479144,7970.905152,0.026851,0.736887
13,3699,3698,95.667361,1056.795164,0.025863,0.285775
14,4919,4918,127.941904,1756.604651,0.026010,0.357179
15,7161,7160,183.300845,3956.295877,0.025597,0.552555
16,8226,8225,210.701885,5234.628753,0.025614,0.636429
17,5741,5740,144.465104,2685.985550,0.025164,0.467942
18,7591,7590,275.740087,4589.673210,0.036325,0.604700
19,4502,4501,111.772063,1493.076082,0.024827,0.331721
20,14996,14995,375.465732,16291.695616,0.025038,1.086475
21,9756,9755,244.376279,7499.002743,0.025049,0.768734
22,11869,11868,304.956295,10155.191173,0.025694,0.855678
23,998,997,25.395146,105.420306,0.025446,0.105738
24,13661,13660,355.821943,14362.294402,0.026047,1.051412
25,6652,6651,180.419558,3361.831173,0.027123,0.505463
26,3637,3636,208.865567,1020.083432,0.057428,0.280551
27,1344,1343,32.613075,159.200563,0.024266,0.118541
28,2514,2513,62.434161,524.624207,0.024835,0.208764
29,10818,10817,274.270634,9235.714437,0.025353,0.853815
30,13974,13973,351.115071,14534.644819,0.025126,1.040195
31,10648,10647,275.839195,9288.998357,0.025905,0.872452
32,7472,7471,184.451410,4430.757981,0.024686,0.593061
33,6192,6191,152.813961,3195.411809,0.024679,0.516138
34,12808,12807,324.618372,11580.729779,0.025345,0.904250
35,1448,1447,35.212588,180.603429,0.024318,0.124812
36,4871,4870,120.135197,1711.595269,0.024663,0.351457
37,5262,5261,129.016080,1861.046964,0.024518,0.353744
38,17811,17810,444.877802,23351.226937,0.024978,1.311130
39,6420,6419,161.412287,3146.226937,0.025142,0.490143
40,2,1,0.175148,0.080676,0.087574,0.080676
41,8150,8149,203.143566,5096.381124,0.024926,0.625400
42,2,1,0.263204,0.152552,0.131602,0.152552
43,10712,10711,266.417516,8377.435792,0.024871,0.782134
44,5182,5181,127.392427,2087.103319,0.024584,0.402838
45,1665,1664,40.285340,330.470238,0.024195,0.198600
46,1286,1285,31.775210,143.560993,0.024709,0.111721
47,2,1,0.180285,0.125370,0.090143,0.125370
48,2886,2885,70.857558,630.296538,0.024552,0.218474
49,6699,6698,166.984900,3354.920649,0.024927,0.500884
50,5525,5524,136.646371,2221.094387,0.024732,0.402081
