Chunk,Nodes,Edges,Node Time (ms),Edge Time (ms),Average Node Time (ms),Average Edge Time (ms)
1,1422,1059,830.917115,566.257821,0.584330,0.534710
2,1273,945,283.565757,172.215845,0.222754,0.182239
3,1528,1144,154.049020,157.980541,0.100817,0.138095
4,1473,1098,108.228905,97.219514,0.073475,0.088542
5,1541,1144,93.888925,1032.898459,0.060927,0.902883
6,1503,1121,80.516209,82.477069,0.053570,0.073575
7,1182,891,56.204176,62.392656,0.047550,0.070025
8,1363,1023,70.261024,76.232896,0.051549,0.074519
9,1256,939,44.389324,64.236724,0.035342,0.068410
10,1397,1054,44.537923,73.293590,0.031881,0.069539
11,1357,1021,52.179773,71.392063,0.038452,0.069924
12,1265,959,47.838502,67.487500,0.037817,0.070373
13,1366,1026,42.708681,61.427193,0.031266,0.059871
14,1199,901,38.847709,50.181155,0.032400,0.055695
15,1256,942,38.950565,51.493859,0.031012,0.054664
16,1308,980,41.565431,52.614441,0.031778,0.053688
17,1070,802,33.575298,44.542137,0.031379,0.055539
18,1338,1000,41.939832,52.784085,0.031345,0.052784
19,1109,834,34.157779,45.528297,0.030801,0.054590
20,1385,1039,42.683038,56.116682,0.030818,0.054010
21,1261,948,38.925832,52.442720,0.030869,0.055319
22,1252,938,38.539899,50.309832,0.030783,0.053635
23,1448,1090,44.889099,56.995302,0.031001,0.052289
24,1385,1043,52.571330,1159.972051,0.037958,1.112150
25,1467,1102,55.529919,69.407183,0.037853,0.062983
26,1395,1045,53.248042,64.344595,0.038171,0.061574
27,1457,1105,55.290903,70.166899,0.037948,0.063499
28,1283,956,39.173298,47.990504,0.030533,0.050199
29,1344,1012,41.153729,50.296656,0.030620,0.049700
30,1162,866,35.705023,44.464301,0.030727,0.051344
31,1418,1069,43.589959,53.066525,0.030740,0.049641
32,1166,876,35.772004,44.712783,0.030679,0.051042
33,1452,1090,44.778911,54.370849,0.030839,0.049882
34,1283,971,39.200061,48.092278,0.030553,0.049529
35,1471,1089,45.735582,55.305330,0.031091,0.050785
36,1524,1150,46.826936,57.394791,0.030726,0.049909
37,1468,1092,45.012435,55.387203,0.030662,0.050721
38,1303,986,40.005211,50.134457,0.030702,0.050846
39,1350,1019,41.460737,49.641713,0.030712,0.048716
40,1232,924,37.808351,47.072954,0.030689,0.050945
41,1326,989,40.684664,49.337629,0.030682,0.049886
42,1240,919,37.944024,48.560060,0.030600,0.052840
43,1454,1088,44.387430,55.302809,0.030528,0.050830
44,1362,1020,41.819639,51.944356,0.030705,0.050926
45,1291,969,39.587338,49.797110,0.030664,0.051390
46,1324,1005,40.805451,49.621324,0.030820,0.049374
47,1498,1119,45.801776,56.881933,0.030575,0.050833
48,1398,1051,391.525091,63.801302,0.280061,0.060705
49,1534,1157,46.459063,57.830321,0.030286,0.049983
50,1383,1025,41.909463,50.887178,0.030303,0.049646
51,1502,1132,45.551186,55.656018,0.030327,0.049166
52,1556,1163,47.582271,56.469868,0.030580,0.048555
53,1296,989,39.415118,49.224697,0.030413,0.049772
54,1012,759,30.595527,36.573612,0.030233,0.048187
55,1604,1196,48.985072,58.886916,0.030539,0.049237
56,1413,1041,42.674884,51.665624,0.030202,0.049631
57,1227,927,37.365748,45.604742,0.030453,0.049196
58,1261,942,38.171667,44.932161,0.030271,0.047699
59,1194,897,36.984057,42.834062,0.030975,0.047753
60,1447,1092,44.201197,51.896310,0.030547,0.047524
61,1300,967,39.387195,47.325818,0.030298,0.048941
62,1184,885,35.995116,44.318353,0.030401,0.050077
63,1277,954,38.707826,45.789369,0.030312,0.047997
64,1347,1012,40.922499,49.561244,0.030380,0.048974
65,1298,966,39.351011,46.548657,0.030317,0.048187
66,1460,1102,44.243363,53.983790,0.030304,0.048987
67,1502,1131,46.205967,56.115011,0.030763,0.049615
68,1187,892,36.043436,44.171378,0.030365,0.049519
69,1505,1130,45.726864,56.235057,0.030383,0.049766
70,1315,986,39.743575,48.574119,0.030223,0.049264
71,1409,1064,42.850798,208.388064,0.030412,0.195853
72,1425,1065,43.146757,51.736566,0.030278,0.048579
73,1427,1060,43.159957,50.706988,0.030245,0.047837
74,1072,812,32.664178,39.529365,0.030470,0.048681
75,1212,895,36.796949,42.609482,0.030361,0.047608
76,1218,916,36.937718,45.562773,0.030327,0.049741
77,1296,974,39.246974,47.933751,0.030283,0.049213
78,1242,933,37.693702,44.073264,0.030349,0.047238
79,1236,918,37.510050,43.529502,0.030348,0.047418
80,1413,1048,42.772345,49.945218,0.030271,0.047658
81,1205,913,36.315521,45.040570,0.030137,0.049332
82,1480,1105,44.783922,53.894860,0.030259,0.048774
83,1171,870,223.783372,41.588018,0.191105,0.047802
84,1276,966,38.665444,47.312844,0.030302,0.048978
85,1414,1066,42.739168,51.280175,0.030226,0.048105
86,1358,1018,43.024417,49.338077,0.031682,0.048466
87,1332,998,40.600406,49.405168,0.030481,0.049504
88,1242,926,37.741122,44.975194,0.030387,0.048569
89,1334,1003,40.453286,49.118969,0.030325,0.048972
90,1144,857,34.607420,41.121797,0.030251,0.047983
91,1318,977,40.157889,47.477829,0.030469,0.048596
92,1378,1039,41.650868,51.382238,0.030226,0.049454
93,1196,904,36.189792,43.498443,0.030259,0.048118
94,1309,986,39.756220,47.302946,0.030371,0.047975
95,1168,881,35.311016,42.592982,0.030232,0.048346
96,1382,1025,41.985730,50.287838,0.030380,0.049061
97,1368,1029,41.369580,49.183474,0.030241,0.047797
98,1299,961,39.485040,47.196440,0.030396,0.049112
99,1360,1029,41.354102,49.984258,0.030407,0.048576
100,1145,868,34.504611,41.281019,0.030135,0.047559
101,1561,1159,48.021462,55.634507,0.030763,0.048002
102,1275,967,39.056733,47.607554,0.030633,0.049232
103,1068,802,32.349510,41.378691,0.030290,0.051594
104,1175,881,35.999707,43.655522,0.030638,0.049552
105,1162,877,35.717152,43.442830,0.030738,0.049536
106,1304,982,39.856986,48.802894,0.030565,0.049697
107,1368,1016,41.545410,48.211053,0.030369,0.047452
108,1643,1226,49.952565,59.139765,0.030403,0.048238
109,1220,918,37.017804,44.331047,0.030342,0.048291
110,1408,1049,42.670331,49.770563,0.030306,0.047446
111,1267,950,38.276086,45.067289,0.030210,0.047439
112,1487,1124,44.929586,54.662425,0.030215,0.048632
113,1351,1018,40.895157,49.727423,0.030270,0.048848
114,1254,943,38.507187,46.265077,0.030707,0.049062
115,1591,1175,48.601102,54.328681,0.030548,0.046237
116,1449,1102,43.960769,53.500229,0.030339,0.048548
117,1229,930,37.295916,44.747239,0.030347,0.048115
118,1311,989,39.817962,438.398535,0.030372,0.443275
119,1305,969,39.642017,47.276734,0.030377,0.048789
120,1330,1000,40.337508,48.370489,0.030329,0.048370
121,1517,1133,46.305640,54.261836,0.030524,0.047892
122,1310,979,39.905610,46.296993,0.030462,0.047290
123,1303,981,40.299423,47.418559,0.030928,0.048337
124,1438,1083,43.790005,50.905309,0.030452,0.047004
125,1478,1115,44.981470,53.513034,0.030434,0.047994
126,1645,1231,50.677388,59.546200,0.030807,0.048372
127,1536,1144,47.003899,57.401585,0.030601,0.050176
128,1389,1033,42.208779,50.274091,0.030388,0.048668
129,1408,1061,43.697406,86.481534,0.031035,0.081509
130,1256,937,38.171863,43.547144,0.030392,0.046475
131,1170,875,35.753554,42.314179,0.030559,0.048359
132,1215,908,36.948666,43.838193,0.030410,0.048280
133,1167,874,35.627439,42.594108,0.030529,0.048735
134,1269,950,39.119544,46.787960,0.030827,0.049250
135,1253,943,38.114121,45.821623,0.030418,0.048591
136,1382,1040,42.007564,49.659495,0.030396,0.047750
137,1329,1011,40.485189,49.236256,0.030463,0.048701
138,1303,982,39.949291,47.695850,0.030659,0.048570
139,1323,995,40.302110,46.487124,0.030463,0.046721
140,1336,1006,40.744485,48.463850,0.030497,0.048175
141,1564,1175,48.627621,57.061166,0.031092,0.048563
142,1461,1088,44.795658,53.608860,0.030661,0.049273
143,1396,1052,49.268611,83.508422,0.035293,0.079381
144,1346,1019,57.622325,87.126754,0.042810,0.085502
145,1413,1055,49.202089,61.123725,0.034821,0.057937
146,1492,1118,51.967302,54.914550,0.034831,0.049119
147,1233,925,40.661490,44.829318,0.032978,0.048464
148,1451,1084,48.086827,52.653321,0.033140,0.048573
149,1428,1072,46.757363,52.015889,0.032743,0.048522
