Chunk,Nodes,Edges,Node Time (ms),Edge Time (ms),Average Node Time (ms),Average Edge Time (ms)
1,560,559,408.148799,365.796132,0.728837,0.654376
2,446,445,515.565425,592.129848,1.155976,1.330629
3,638,637,678.178981,638.686658,1.062976,1.002648
4,620,619,1255.004893,567.450129,2.024201,0.916721
5,589,588,322.895196,464.366805,0.548209,0.789739
6,538,537,387.681063,619.573964,0.720597,1.153769
7,539,538,260.227580,214.476465,0.482797,0.398655
8,409,408,130.052579,157.382273,0.317977,0.385741
9,358,357,108.899731,129.123022,0.304189,0.361689
10,499,498,150.299862,305.637945,0.301202,0.613731
11,657,656,247.239355,209.433495,0.376316,0.319258
12,414,413,101.761095,122.136090,0.245800,0.295729
13,648,647,149.602463,183.633052,0.230868,0.283822
14,644,643,137.220271,182.705849,0.213075,0.284146
15,517,516,122.151254,171.537148,0.236269,0.332436
16,632,631,152.482398,207.274943,0.241270,0.328486
17,399,398,89.589662,121.752517,0.224535,0.305911
18,519,518,116.277383,160.489531,0.224041,0.309825
19,567,566,111.778887,153.228661,0.197141,0.270722
20,625,624,93.173711,165.589292,0.149078,0.265367
21,577,576,81.997452,143.872489,0.142110,0.249779
22,568,567,79.978512,135.995101,0.140807,0.239850
23,547,546,77.148494,131.256382,0.141039,0.240396
24,446,445,62.959925,99.872138,0.141166,0.224432
25,571,570,87.326174,132.316960,0.152936,0.232135
26,545,544,76.808261,129.122829,0.140933,0.237358
27,690,689,78.189942,40.893693,0.113319,0.059352
28,534,533,19.461196,33.208685,0.036444,0.062305
29,527,526,18.642508,31.076892,0.035375,0.059082
30,510,509,18.633987,31.302371,0.036537,0.061498
31,366,365,12.725608,22.056973,0.034769,0.060430
32,637,636,21.235521,35.901341,0.033337,0.056449
33,625,624,20.748375,34.656754,0.033197,0.055540
34,465,464,15.548725,25.176427,0.033438,0.054260
35,694,693,24.133618,37.533266,0.034775,0.054161
36,364,363,14.532916,796.288974,0.039926,2.193634
37,439,438,17.685951,28.465374,0.040287,0.064989
38,391,390,15.845219,24.854696,0.040525,0.063730
39,552,551,22.183262,36.984306,0.040187,0.067122
40,586,585,22.907945,38.109341,0.039092,0.065144
41,507,506,19.629766,329.981267,0.038717,0.652137
42,437,436,17.068028,29.538920,0.039057,0.067750
43,241,240,9.365166,15.062683,0.038860,0.062761
44,525,524,20.329622,34.470573,0.038723,0.065784
45,399,398,15.618752,276.210871,0.039145,0.693997
46,400,399,12.668771,22.296199,0.031672,0.055880
47,720,719,22.838437,37.133013,0.031720,0.051645
48,536,535,17.074428,28.801494,0.031855,0.053835
49,370,369,11.812645,19.749149,0.031926,0.053521
50,601,600,19.097663,31.645832,0.031776,0.052743
51,328,327,10.428115,17.746755,0.031793,0.054271
52,517,516,16.379642,27.010506,0.031682,0.052346
53,567,566,18.147665,29.392982,0.032006,0.051931
54,405,404,12.955372,20.608979,0.031989,0.051012
55,464,463,14.688559,24.268719,0.031656,0.052416
56,403,402,12.642923,20.259038,0.031372,0.050396
57,467,466,14.808804,24.283536,0.031711,0.052111
58,614,613,19.534353,31.757970,0.031815,0.051807
59,464,463,14.789312,24.418545,0.031874,0.052740
60,679,678,21.619562,34.970582,0.031840,0.051579
61,567,566,18.353874,30.651660,0.032370,0.054155
62,530,529,24.151051,28.010488,0.045568,0.052950
63,472,471,15.242203,24.472126,0.032293,0.051958
64,425,424,13.843585,22.736268,0.032573,0.053623
65,594,593,18.712547,31.454211,0.031503,0.053043
66,538,537,17.150584,28.057134,0.031878,0.052248
67,515,514,16.425047,26.432679,0.031893,0.051425
68,492,491,15.770091,25.021753,0.032053,0.050961
69,431,430,13.723122,21.433304,0.031840,0.049845
70,612,611,19.495334,32.673202,0.031855,0.053475
71,597,596,19.101714,30.698198,0.031996,0.051507
72,223,222,7.051212,11.248801,0.031620,0.050670
73,420,419,13.202176,22.030337,0.031434,0.052578
74,548,547,17.488350,29.283532,0.031913,0.053535
